gstin,entry_date,balance,amount,direction,bounce_flag
29ABCDE1002Z2,2024-01-31 23:59:59.999999,5000.0,24743.30459786792,inflow,0
29ABCDE1004Z4,2024-01-31 23:59:59.999999,5000.0,22252.17548505371,inflow,1
29ABCDE1008Z8,2024-01-31 23:59:59.999999,5000.0,27085.1367055419,inflow,0
29ABCDE1010Z0,2024-01-31 23:59:59.999999,5000.0,264390.406934984,inflow,0
29ABCDE1012Z2,2024-01-31 23:59:59.999999,5000.0,94620.68869623423,inflow,1
29ABCDE1016Z6,2024-01-31 23:59:59.999999,5000.0,105379.3706589095,inflow,1
29ABCDE1017Z7,2024-01-31 23:59:59.999999,5000.0,42045.0878888383,inflow,0
29ABCDE1020Z0,2024-01-31 23:59:59.999999,5000.0,38829.34017322888,inflow,0
29ABCDE1021Z1,2024-01-31 23:59:59.999999,5000.0,25410.978513216858,inflow,0
29ABCDE1025Z5,2024-01-31 23:59:59.999999,6188.855630482323,58878.8034237179,inflow,0
29ABCDE1026Z6,2024-01-31 23:59:59.999999,16442.9495330602,55853.24396399404,inflow,0
29ABCDE1028Z8,2024-01-31 23:59:59.999999,5000.0,34021.45747381155,inflow,0
29ABCDE1029Z9,2024-01-31 23:59:59.999999,18641.52244132527,89435.52459627237,inflow,0
29ABCDE1034Z4,2024-01-31 23:59:59.999999,5000.0,45109.93308687945,inflow,0
29ABCDE1037Z7,2024-01-31 23:59:59.999999,5000.0,61361.081904347375,inflow,0
29ABCDE1039Z9,2024-01-31 23:59:59.999999,5000.0,28635.769948945825,inflow,0
29ABCDE1040Z0,2024-01-31 23:59:59.999999,5000.0,47144.09298844603,inflow,0
29ABCDE1041Z1,2024-01-31 23:59:59.999999,5000.0,58783.714775617955,inflow,0
29ABCDE1043Z3,2024-01-31 23:59:59.999999,5000.0,35703.760804129335,inflow,0
29ABCDE1044Z4,2024-01-31 23:59:59.999999,9412.755149889417,49874.28579528956,inflow,1
29ABCDE1045Z5,2024-01-31 23:59:59.999999,34706.06307725651,116506.88347123253,inflow,0
29ABCDE1046Z6,2024-01-31 23:59:59.999999,5000.0,21601.10675274715,inflow,0
29ABCDE1047Z7,2024-01-31 23:59:59.999999,5000.0,34850.51791899975,inflow,1
29ABCDE1049Z9,2024-01-31 23:59:59.999999,16770.691278198872,84666.91998334987,inflow,0
29ABCDE1050Z0,2024-01-31 23:59:59.999999,5000.0,42113.58031673202,inflow,1
29ABCDE1051Z1,2024-01-31 23:59:59.999999,5000.0,30124.20736361854,inflow,0
29ABCDE1053Z3,2024-01-31 23:59:59.999999,5000.0,30467.43504717753,inflow,0
29ABCDE1054Z4,2024-01-31 23:59:59.999999,5381.836817590359,115907.59875022467,inflow,0
29ABCDE1055Z5,2024-01-31 23:59:59.999999,5000.0,33241.361777298305,inflow,0
29ABCDE1056Z6,2024-01-31 23:59:59.999999,5000.0,43316.84067404871,inflow,0
29ABCDE1057Z7,2024-01-31 23:59:59.999999,18359.591890203814,328559.8112049935,inflow,0
29ABCDE1059Z9,2024-01-31 23:59:59.999999,5000.0,29562.165623526867,inflow,0
29ABCDE1060Z0,2024-01-31 23:59:59.999999,7475.1316705624895,117622.53944580883,inflow,0
29ABCDE1061Z1,2024-01-31 23:59:59.999999,5000.0,30844.514336903107,inflow,0
29ABCDE1066Z6,2024-01-31 23:59:59.999999,5000.0,29901.91491174883,inflow,0
29ABCDE1068Z8,2024-01-31 23:59:59.999999,9614.018634266187,62580.048123105575,inflow,0
29ABCDE1069Z9,2024-01-31 23:59:59.999999,12143.302581143631,82404.33892562782,inflow,0
29ABCDE1073Z3,2024-01-31 23:59:59.999999,10710.794328402086,112366.77583554212,inflow,0
29ABCDE1074Z4,2024-01-31 23:59:59.999999,5000.0,38750.58106167001,inflow,1
29ABCDE1076Z6,2024-01-31 23:59:59.999999,5000.0,63591.740066325685,inflow,0
29ABCDE1080Z0,2024-01-31 23:59:59.999999,8974.593065394596,51689.28130732311,inflow,0
29ABCDE1082Z2,2024-01-31 23:59:59.999999,6693.604551340159,37902.52520511289,inflow,0
29ABCDE1083Z3,2024-01-31 23:59:59.999999,9530.363277382246,108714.74535664968,inflow,0
29ABCDE1084Z4,2024-01-31 23:59:59.999999,20647.49001709474,451429.58978825394,inflow,0
29ABCDE1089Z9,2024-01-31 23:59:59.999999,5880.0554034927445,73368.75077504318,inflow,0
29ABCDE1090Z0,2024-01-31 23:59:59.999999,5132.240908062422,43225.1989452583,inflow,0
29ABCDE1092Z2,2024-01-31 23:59:59.999999,5720.005989303693,32238.1539546992,inflow,0
29ABCDE1096Z6,2024-01-31 23:59:59.999999,5000.0,31967.657276408623,inflow,0
29ABCDE1098Z8,2024-01-31 23:59:59.999999,5000.0,178721.7092287138,inflow,0
29ABCDE1099Z9,2024-01-31 23:59:59.999999,49913.303767054356,307258.25737780373,inflow,0
29ABCDE1100Z0,2024-01-31 23:59:59.999999,10628.2898243482,115889.08182993032,inflow,0
29ABCDE1102Z2,2024-01-31 23:59:59.999999,54808.57957734748,304063.8530583912,inflow,1
29ABCDE1103Z3,2024-01-31 23:59:59.999999,38129.24104577813,212497.26791636206,inflow,0
29ABCDE1110Z0,2024-01-31 23:59:59.999999,5000.0,19269.35255989258,inflow,1
29ABCDE1112Z2,2024-01-31 23:59:59.999999,62800.333355646646,311124.8703076419,inflow,0
29ABCDE1115Z5,2024-01-31 23:59:59.999999,35292.43054455215,356896.7950884964,inflow,0
29ABCDE1119Z9,2024-01-31 23:59:59.999999,5000.0,36048.31179009238,inflow,0
29ABCDE1121Z1,2024-01-31 23:59:59.999999,23604.823157056217,124010.72939034706,inflow,0
29ABCDE1122Z2,2024-01-31 23:59:59.999999,5000.0,19388.985326105278,inflow,0
29ABCDE1125Z5,2024-01-31 23:59:59.999999,6648.95699385375,43508.392179384806,inflow,0
29ABCDE1127Z7,2024-01-31 23:59:59.999999,5000.0,24730.182142690115,inflow,0
29ABCDE1128Z8,2024-01-31 23:59:59.999999,41155.8778336175,242739.94664294156,inflow,0
29ABCDE1130Z0,2024-01-31 23:59:59.999999,20504.903976524674,114280.83833407126,inflow,0
29ABCDE1131Z1,2024-01-31 23:59:59.999999,9411.576513376462,97606.65447634178,inflow,0
29ABCDE1135Z5,2024-01-31 23:59:59.999999,18867.582010614402,108598.16394632643,inflow,0
29ABCDE1137Z7,2024-01-31 23:59:59.999999,5000.0,206517.5148392806,inflow,0
29ABCDE1139Z9,2024-01-31 23:59:59.999999,5000.0,31657.90808055247,inflow,0
29ABCDE1140Z0,2024-01-31 23:59:59.999999,10181.409184254426,77366.86261849308,inflow,0
29ABCDE1142Z2,2024-01-31 23:59:59.999999,21262.609616574926,132365.03847063554,inflow,0
29ABCDE1143Z3,2024-01-31 23:59:59.999999,5000.0,32193.471127209086,inflow,0
29ABCDE1144Z4,2024-01-31 23:59:59.999999,5000.0,39115.98798658123,inflow,0
29ABCDE1145Z5,2024-01-31 23:59:59.999999,11011.73699196614,154176.71047044863,inflow,0
29ABCDE1146Z6,2024-01-31 23:59:59.999999,5000.0,28315.927215473897,inflow,0
29ABCDE1147Z7,2024-01-31 23:59:59.999999,35755.19634305681,135613.55060757088,inflow,0
29ABCDE1149Z9,2024-01-31 23:59:59.999999,32427.414537059765,205982.60977502004,inflow,1
29ABCDE1153Z3,2024-01-31 23:59:59.999999,5000.0,121915.16232185358,inflow,1
29ABCDE1154Z4,2024-01-31 23:59:59.999999,5000.0,28529.160749089053,inflow,0
29ABCDE1157Z7,2024-01-31 23:59:59.999999,78286.92324801955,339296.0705660606,inflow,0
29ABCDE1160Z0,2024-01-31 23:59:59.999999,16729.801793911665,92318.20471101948,inflow,0
29ABCDE1162Z2,2024-01-31 23:59:59.999999,26601.82236849494,89855.40429558838,inflow,0
29ABCDE1167Z7,2024-01-31 23:59:59.999999,20749.05655581286,137879.039584481,inflow,0
29ABCDE1171Z1,2024-01-31 23:59:59.999999,5000.0,38153.35548456366,inflow,0
29ABCDE1172Z2,2024-01-31 23:59:59.999999,96490.77853223463,443967.6014224585,inflow,0
29ABCDE1176Z6,2024-01-31 23:59:59.999999,5000.0,38255.57812623472,inflow,0
29ABCDE1177Z7,2024-01-31 23:59:59.999999,5000.0,34869.46692710155,inflow,0
29ABCDE1178Z8,2024-01-31 23:59:59.999999,20016.58755441949,98036.75154161426,inflow,0
29ABCDE1181Z1,2024-01-31 23:59:59.999999,38031.94050112905,227295.9199183322,inflow,0
29ABCDE1182Z2,2024-01-31 23:59:59.999999,19224.384934877162,250079.97137254264,inflow,0
29ABCDE1184Z4,2024-01-31 23:59:59.999999,5470.278710814869,47384.896263054005,inflow,1
29ABCDE1186Z6,2024-01-31 23:59:59.999999,5000.0,31557.980100099314,inflow,0
29ABCDE1187Z7,2024-01-31 23:59:59.999999,9626.450690102027,59624.08818809785,inflow,0
29ABCDE1188Z8,2024-01-31 23:59:59.999999,5000.0,48068.18771877818,inflow,0
29ABCDE1190Z0,2024-01-31 23:59:59.999999,5000.0,19264.418791554283,inflow,0
29ABCDE1192Z2,2024-01-31 23:59:59.999999,6132.081428730114,44916.64739401905,inflow,0
29ABCDE1193Z3,2024-01-31 23:59:59.999999,9071.304085447124,45278.57264176104,inflow,0
29ABCDE1194Z4,2024-01-31 23:59:59.999999,5000.0,85523.81976963874,inflow,0
29ABCDE1195Z5,2024-01-31 23:59:59.999999,24847.82390552865,181963.06237464547,inflow,0
29ABCDE1196Z6,2024-01-31 23:59:59.999999,12097.281715821095,60423.684027433366,inflow,0
29ABCDE1197Z7,2024-01-31 23:59:59.999999,5000.0,34768.444594066284,inflow,0
29ABCDE1198Z8,2024-01-31 23:59:59.999999,5000.0,27001.734543109724,inflow,0
29ABCDE1200Z0,2024-01-31 23:59:59.999999,5000.0,44934.59414349375,inflow,1
29ABCDE1201Z1,2024-01-31 23:59:59.999999,6847.853002474863,51865.669336890016,inflow,0
29ABCDE1202Z2,2024-01-31 23:59:59.999999,5000.0,35031.35932966634,inflow,0
29ABCDE1204Z4,2024-01-31 23:59:59.999999,90474.17498690757,400371.31872423796,inflow,0
29ABCDE1206Z6,2024-01-31 23:59:59.999999,5000.0,20144.66610564531,inflow,1
29ABCDE1207Z7,2024-01-31 23:59:59.999999,5000.0,34467.36870462566,inflow,0
29ABCDE1208Z8,2024-01-31 23:59:59.999999,5000.0,23992.90240847801,inflow,0
29ABCDE1209Z9,2024-01-31 23:59:59.999999,5000.0,25884.110533147927,inflow,1
29ABCDE1210Z0,2024-01-31 23:59:59.999999,5000.0,74863.21635421227,inflow,0
29ABCDE1212Z2,2024-01-31 23:59:59.999999,30120.748218470242,287897.3103839827,inflow,0
29ABCDE1214Z4,2024-01-31 23:59:59.999999,5000.0,188696.71272664727,inflow,0
29ABCDE1215Z5,2024-01-31 23:59:59.999999,16198.373383636004,257213.10335719745,inflow,0
29ABCDE1216Z6,2024-01-31 23:59:59.999999,5000.0,31349.594452118712,inflow,0
29ABCDE1217Z7,2024-01-31 23:59:59.999999,5000.0,47021.21520743849,inflow,0
29ABCDE1219Z9,2024-01-31 23:59:59.999999,29480.225311867252,169550.2468819967,inflow,0
29ABCDE1223Z3,2024-01-31 23:59:59.999999,10306.489966088342,119290.79697902297,inflow,0
29ABCDE1224Z4,2024-01-31 23:59:59.999999,5000.0,43991.74507392096,inflow,0
29ABCDE1226Z6,2024-01-31 23:59:59.999999,11123.946914526106,61959.821752328644,inflow,0
29ABCDE1227Z7,2024-01-31 23:59:59.999999,49711.22030711118,242968.96474977376,inflow,0
29ABCDE1231Z1,2024-01-31 23:59:59.999999,5000.0,30030.30347341451,inflow,1
29ABCDE1238Z8,2024-01-31 23:59:59.999999,28446.65906039322,148905.62142126786,inflow,0
29ABCDE1239Z9,2024-01-31 23:59:59.999999,5000.0,21485.9751403774,inflow,0
29ABCDE1240Z0,2024-01-31 23:59:59.999999,5000.0,38573.82776098209,inflow,0
29ABCDE1241Z1,2024-01-31 23:59:59.999999,7705.012978282971,107406.76087494762,inflow,0
29ABCDE1247Z7,2024-01-31 23:59:59.999999,22549.199624191522,220134.4537298889,inflow,1
29ABCDE1251Z1,2024-01-31 23:59:59.999999,5000.0,27360.123497044668,inflow,0
29ABCDE1252Z2,2024-01-31 23:59:59.999999,11801.876305372018,48538.253527225446,inflow,0
29ABCDE1255Z5,2024-01-31 23:59:59.999999,15513.143522136192,210547.00478554788,inflow,0
29ABCDE1257Z7,2024-01-31 23:59:59.999999,5000.0,34277.98732064525,inflow,0
29ABCDE1258Z8,2024-01-31 23:59:59.999999,5000.0,29927.321032955308,inflow,0
29ABCDE1260Z0,2024-01-31 23:59:59.999999,5000.0,82311.40658170384,inflow,0
29ABCDE1261Z1,2024-01-31 23:59:59.999999,5000.0,23927.712942273305,inflow,1
29ABCDE1264Z4,2024-01-31 23:59:59.999999,10774.82439510237,205357.2130107397,inflow,0
29ABCDE1265Z5,2024-01-31 23:59:59.999999,5000.0,51627.58923409205,inflow,0
29ABCDE1270Z0,2024-01-31 23:59:59.999999,5000.0,33937.38874537518,inflow,0
29ABCDE1272Z2,2024-01-31 23:59:59.999999,5000.0,24900.829573269435,inflow,1
29ABCDE1273Z3,2024-01-31 23:59:59.999999,61790.39501946969,353264.4305467932,inflow,0
29ABCDE1275Z5,2024-01-31 23:59:59.999999,5260.482747426599,47280.596995971275,inflow,0
29ABCDE1277Z7,2024-01-31 23:59:59.999999,5000.0,31681.08244157637,inflow,0
